user_id,signup_date,plan_type,portfolio_size,annual_revenue,is_active,nps_score,support_tickets_last_90d,success_manager_assigned,csm_id,renewal_due_date
4770,2023-10-28,premium,15,10745.71,False,13.0,0,1,CSM004,2025-08-21
4771,2023-10-10,premium,15,23715.93,True,-16.0,0,1,CSM008,2025-10-10
4772,2024-09-10,premium,3,22357.7,True,-13.0,1,1,CSM001,2026-09-10
4773,2024-01-07,pro,1,2980.81,True,,0,1,CSM006,2026-01-07
4774,2025-05-14,starter,10,385.99,False,-32.0,2,0,,2025-08-13
4775,2024-07-19,starter,15,436.06,True,44.0,0,1,CSM010,2026-07-19
4776,2024-07-30,starter,2,562.23,True,,0,0,,2026-07-30
4777,2024-09-13,premium,0,23995.08,True,57.0,2,1,CSM001,2026-09-13
4778,2024-08-02,starter,15,582.03,True,39.0,1,0,,2026-08-02
4779,2023-11-07,starter,0,552.3,True,24.0,1,1,CSM014,2025-11-07
4780,2025-04-23,starter,5,423.99,False,-14.0,3,1,CSM010,2025-08-06
4781,2024-07-16,premium,30,17174.17,True,78.0,1,1,CSM011,2026-07-16
4782,2025-03-07,starter,50,309.52,False,11.0,3,0,,2025-08-18
4783,2024-02-03,pro,20,1208.11,False,35.0,1,1,CSM013,2025-08-25
4784,2024-01-07,starter,20,644.94,True,-12.0,0,0,,2026-01-07
4785,2025-07-08,pro,2,2113.6,True,-11.0,3,1,CSM013,2026-07-08
4786,2024-06-07,starter,10,589.46,True,58.0,0,0,,2026-06-07
4787,2024-07-13,premium,3,11503.04,True,44.0,1,1,CSM003,2026-07-13
4788,2024-08-17,starter,40,255.49,True,67.0,0,1,CSM009,2026-08-17
4789,2023-10-02,starter,5,240.51,True,,0,0,,2025-10-02
4790,2024-07-17,pro,20,1235.47,True,-12.0,0,1,CSM006,2026-07-17
4791,2024-02-03,pro,30,3427.46,True,30.0,0,1,CSM014,2026-02-03
4792,2025-03-05,starter,10,319.46,True,1.0,1,0,,2026-03-05
4793,2024-04-09,pro,60,1374.07,True,39.0,0,0,,2026-04-09
4794,2023-10-28,pro,15,2329.39,True,-7.0,0,1,CSM008,2025-10-28
4795,2024-11-05,pro,4,1987.25,True,25.0,2,1,CSM014,2025-11-05
4796,2024-11-17,pro,50,821.2,True,63.0,1,0,,2025-11-17
4797,2025-04-01,pro,25,1023.05,True,,2,1,CSM003,2026-04-01
4798,2024-12-12,pro,0,2742.3,True,38.0,1,1,CSM003,2025-12-12
4799,2025-06-29,pro,4,1682.56,True,53.0,2,1,CSM015,2026-06-29
4800,2024-01-02,starter,30,554.46,False,-41.0,0,0,,2025-08-30
4801,2024-09-23,pro,25,1104.72,True,2.0,0,0,,2026-09-23
4802,2024-04-26,pro,10,2688.94,True,-20.0,0,1,CSM014,2026-04-26
4803,2025-07-25,starter,80,208.46,True,35.0,7,1,CSM012,2026-07-25
4804,2024-04-11,starter,5,521.04,True,70.0,0,0,,2026-04-11
4805,2024-12-22,starter,25,149.67,False,,1,0,,2025-08-20
4806,2025-07-14,pro,5,1110.29,True,,5,1,CSM011,2026-07-14
4807,2023-10-16,starter,4,564.44,True,1.0,0,0,,2025-10-16
4808,2024-10-01,pro,3,1442.94,True,67.0,0,1,CSM015,2025-10-01
4809,2025-01-13,starter,1,571.49,False,-25.0,0,1,CSM015,2025-08-18
4810,2024-09-22,premium,2,3814.97,True,-39.0,2,1,CSM008,2026-09-22
4811,2024-07-26,starter,3,462.57,True,40.0,2,0,,2026-07-26
4812,2025-01-03,pro,4,1136.08,False,-6.0,0,1,CSM004,2025-09-08
4813,2025-05-16,starter,80,378.43,True,60.0,5,0,,2026-05-16
4814,2024-05-08,pro,2,1646.84,True,16.0,0,0,,2026-05-08
4815,2025-05-13,starter,10,366.02,True,50.0,5,1,CSM007,2026-05-13
4816,2023-10-13,starter,3,424.54,False,-26.0,0,0,,2025-08-13
4817,2024-04-28,starter,10,608.84,False,-29.0,1,0,,2025-09-15
4818,2023-09-27,pro,1,947.87,True,19.0,0,1,CSM013,2026-09-27
4819,2024-03-27,pro,4,2859.71,False,9.0,1,1,CSM002,2025-09-18
4820,2024-09-05,starter,4,497.52,True,26.0,0,0,,2026-09-05
4821,2024-03-24,pro,15,1046.6,True,62.0,0,0,,2026-03-24
4822,2025-01-29,starter,0,355.25,False,22.0,0,0,,2025-08-21
4823,2024-01-31,pro,10,1988.65,True,,2,1,CSM006,2026-01-31
4824,2024-07-31,starter,1,239.85,False,-31.0,1,0,,2025-09-20
4825,2023-11-04,starter,50,246.69,True,41.0,0,0,,2025-11-04
4826,2023-11-18,pro,10,991.79,True,44.0,0,1,CSM004,2025-11-18
4827,2024-12-17,premium,30,22838.72,True,63.0,1,1,CSM009,2025-12-17
4828,2025-01-23,starter,50,425.91,False,-59.0,5,0,,2025-09-03
4829,2024-08-15,starter,4,171.79,False,-37.0,1,0,,2025-09-21
4830,2024-08-19,pro,40,1139.57,True,30.0,0,0,,2026-08-19
4831,2023-09-04,starter,15,581.53,True,77.0,1,1,CSM015,2026-09-04
4832,2024-01-18,starter,40,590.05,True,76.0,0,0,,2026-01-18
4833,2024-12-29,starter,40,194.95,True,20.0,0,0,,2025-12-29
4834,2024-08-11,starter,2,338.26,True,47.0,1,0,,2026-08-11
4835,2025-04-24,starter,25,466.18,False,-69.0,6,0,,2025-08-01
4836,2024-02-27,pro,5,1529.43,True,-18.0,0,0,,2026-02-27
4837,2025-05-21,pro,1,954.65,True,5.0,2,0,,2026-05-21
4838,2025-03-02,premium,3,4064.56,True,57.0,0,1,CSM006,2026-03-02
4839,2024-02-09,pro,3,710.64,True,44.0,1,0,,2026-02-09
4840,2024-07-14,premium,15,13338.36,True,12.0,1,1,CSM006,2026-07-14
4841,2025-01-25,starter,5,358.98,True,41.0,0,0,,2026-01-25
4842,2024-10-23,premium,3,19700.27,True,46.0,2,1,CSM006,2025-10-23
4843,2024-08-31,premium,40,18570.96,True,6.0,4,1,CSM009,2026-08-31
4844,2024-06-26,starter,2,346.81,False,,0,0,,2025-09-16
4845,2024-07-10,pro,30,3310.31,False,-30.0,0,0,,2025-08-22
4846,2024-07-13,pro,30,1525.29,True,57.0,2,0,,2026-07-13
4847,2025-07-24,pro,3,2271.15,True,33.0,4,1,CSM002,2026-07-24
4848,2024-06-27,pro,25,2485.2,True,13.0,0,1,CSM004,2026-06-27
4849,2025-02-02,premium,25,12336.56,True,,4,1,CSM003,2026-02-02
4850,2024-12-29,premium,25,25075.61,True,,3,1,CSM003,2025-12-29
4851,2023-09-01,starter,80,535.21,False,-42.0,1,1,CSM013,2025-08-26
4852,2024-05-30,starter,60,174.86,True,55.0,0,1,CSM008,2026-05-30
4853,2023-08-28,pro,10,1015.69,True,-12.0,1,1,CSM013,2026-08-28
4854,2023-08-31,pro,4,1834.7,True,45.0,0,1,CSM012,2026-08-31
4855,2025-04-11,premium,2,5250.84,False,,3,1,CSM004,2025-09-06
4856,2023-09-21,starter,4,402.33,False,-29.0,0,0,,2025-08-18
4857,2025-01-26,starter,20,632.86,True,28.0,1,0,,2026-01-26
4858,2024-05-20,starter,50,559.56,True,48.0,0,0,,2026-05-20
4859,2024-08-28,pro,2,1016.5,True,-99.0,0,1,CSM004,2026-08-28
4860,2024-12-28,starter,15,279.34,False,5.0,0,0,,2025-09-03
4861,2024-12-15,starter,2,585.62,True,16.0,1,0,,2025-12-15
4862,2024-11-30,starter,50,624.14,True,7.0,1,1,CSM009,2025-11-30
4863,2024-08-13,pro,60,2471.73,True,26.0,2,1,CSM015,2026-08-13
4864,2024-08-11,pro,1,2631.8,True,17.0,0,1,CSM005,2026-08-11
4865,2024-08-22,starter,1,373.85,False,,0,0,,2025-09-25
4866,2024-06-18,starter,50,259.13,True,-29.0,1,0,,2026-06-18
4867,2024-03-17,starter,10,605.86,False,15.0,1,1,CSM010,2025-08-01
4868,2023-09-07,premium,5,22542.64,False,29.0,1,1,CSM003,2025-09-06
4869,2024-05-26,starter,100,276.76,True,80.0,0,0,,2026-05-26
4870,2024-07-23,pro,60,825.0,True,29.0,0,1,CSM011,2026-07-23
4871,2024-01-21,starter,3,275.91,False,-14.0,0,1,CSM008,2025-09-07
4872,2023-09-19,pro,4,2933.7,False,-33.0,3,1,CSM005,2025-09-19
4873,2025-02-28,pro,60,1688.74,True,0.0,2,1,CSM010,2026-02-28
4874,2024-06-26,pro,60,1572.13,True,51.0,0,1,CSM011,2026-06-26
4875,2024-02-11,starter,10,186.66,True,45.0,0,1,CSM005,2026-02-11
4876,2023-12-12,starter,5,340.91,True,58.0,0,0,,2025-12-12
4877,2024-03-26,pro,40,1642.17,True,6.0,0,1,CSM014,2026-03-26
4878,2025-05-04,starter,2,549.13,True,7.0,1,0,,2026-05-04
4879,2023-11-08,pro,4,677.11,True,36.0,0,1,CSM004,2025-11-08
4880,2025-04-08,premium,1,11788.38,True,31.0,7,1,CSM004,2026-04-08
4881,2023-09-21,pro,2,1462.04,False,,0,1,CSM003,2025-08-28
4882,2024-04-15,premium,2,3079.14,True,28.0,0,1,CSM013,2026-04-15
4883,2024-03-21,pro,4,1476.47,True,69.0,0,0,,2026-03-21
4884,2024-08-25,starter,30,619.47,True,54.0,0,0,,2026-08-25
4885,2025-07-09,starter,60,425.5,False,,3,0,,2025-08-17
4886,2023-11-06,starter,3,607.49,True,17.0,1,0,,2025-11-06
4887,2025-03-19,starter,3,460.36,True,10.0,2,1,CSM009,2026-03-19
4888,2024-03-09,pro,15,1297.42,True,36.0,0,1,CSM010,2026-03-09
4889,2024-06-17,pro,25,1828.99,True,57.0,0,1,CSM008,2026-06-17
4890,2025-06-29,pro,40,1073.48,True,35.0,3,1,CSM003,2026-06-29
4891,2024-04-03,pro,15,1905.63,False,-9.0,0,1,CSM001,2025-09-16
4892,2024-07-31,pro,60,845.86,False,-57.0,0,1,CSM006,2025-08-01
4893,2025-03-18,starter,2,138.73,True,39.0,3,1,CSM010,2026-03-18
4894,2023-11-15,starter,10,517.62,False,2.0,0,0,,2025-08-03
4895,2024-12-05,pro,2,1998.13,True,50.0,0,1,CSM015,2025-12-05
4896,2024-02-29,starter,100,184.41,True,41.0,0,0,,2026-02-28
4897,2024-01-14,pro,100,1032.35,True,11.0,0,1,CSM004,2026-01-14
4898,2024-06-14,starter,20,490.9,False,4.0,0,0,,2025-09-07
4899,2024-08-11,starter,40,583.18,True,32.0,1,0,,2026-08-11
4900,2024-01-19,pro,15,2027.65,True,91.0,0,0,,2026-01-19
4901,2024-11-13,pro,80,3169.45,True,44.0,2,1,CSM008,2025-11-13
4902,2023-12-30,pro,40,1975.59,False,19.0,0,1,CSM009,2025-08-31
4903,2025-02-25,starter,15,575.23,True,29.0,2,0,,2026-02-25
4904,2024-02-17,pro,10,1837.15,True,47.0,0,1,CSM002,2026-02-17
4905,2024-02-03,premium,25,10741.7,False,-32.0,0,1,CSM011,2025-08-17
4906,2025-01-16,pro,2,817.04,True,39.0,1,1,CSM011,2026-01-16
4907,2024-04-04,starter,5,465.13,False,31.0,1,0,,2025-08-30
4908,2023-09-20,premium,1,22426.94,True,-4.0,0,1,CSM009,2026-09-20
4909,2023-12-05,pro,5,897.68,True,30.0,0,1,CSM002,2025-12-05
4910,2023-12-07,starter,60,172.05,False,,0,1,CSM008,2025-09-26
4911,2025-03-17,starter,10,270.75,True,33.0,2,1,CSM004,2026-03-17
4912,2024-06-09,starter,30,333.58,True,43.0,2,0,,2026-06-09
4913,2025-01-28,pro,1,2678.67,True,59.0,0,1,CSM015,2026-01-28
4914,2025-03-17,pro,1,727.96,True,18.0,2,0,,2026-03-17
4915,2025-05-13,pro,3,1489.34,True,57.0,5,1,CSM009,2026-05-13
4916,2023-10-25,starter,40,678.79,False,18.0,0,0,,2025-08-11
4917,2025-01-11,starter,3,145.55,True,5.0,1,1,CSM011,2026-01-11
4918,2024-03-20,pro,2,2327.32,False,-47.0,0,1,CSM015,2025-09-17
4919,2023-09-23,pro,30,3233.84,True,76.0,1,0,,2026-09-23
4920,2024-04-27,pro,15,795.89,True,-8.0,0,0,,2026-04-27
4921,2024-03-17,pro,2,1295.75,True,54.0,1,1,CSM006,2026-03-17
4922,2024-08-17,pro,10,1176.42,True,-31.0,0,1,CSM014,2026-08-17
4923,2025-02-02,starter,3,600.02,False,,1,0,,2025-08-19
4924,2024-08-10,starter,5,158.62,True,,1,0,,2026-08-10
4925,2025-04-03,starter,15,294.51,False,-24.0,1,1,CSM001,2025-08-29
4926,2023-11-30,premium,80,5562.45,True,56.0,0,1,CSM004,2025-11-30
4927,2024-06-27,pro,5,3065.62,True,34.0,0,0,,2026-06-27
4928,2024-11-11,starter,2,229.7,False,8.0,1,0,,2025-08-25
4929,2023-09-23,pro,25,790.38,False,28.0,0,1,CSM008,2025-08-26
4930,2023-11-23,starter,50,697.6,True,51.0,0,0,,2025-11-23
4931,2023-12-19,pro,40,2501.47,True,24.0,0,1,CSM013,2025-12-19
4932,2024-11-15,starter,4,446.04,False,-6.0,0,1,CSM002,2025-09-21
4933,2024-03-27,starter,60,189.03,True,13.0,0,1,CSM002,2026-03-27
4934,2024-05-15,pro,2,1169.58,True,40.0,1,0,,2026-05-15
4935,2024-06-07,starter,2,502.87,True,49.0,0,0,,2026-06-07
4936,2024-09-14,starter,30,594.75,True,,1,0,,2026-09-14
4937,2024-01-24,pro,30,1326.35,True,,0,1,CSM010,2026-01-24
4938,2024-06-15,starter,15,595.79,True,17.0,0,0,,2026-06-15
4939,2023-12-02,starter,25,210.15,True,,0,1,CSM012,2025-12-02
4940,2024-09-22,pro,4,2056.07,False,-11.0,1,0,,2025-09-12
4941,2024-12-08,premium,80,28319.58,True,51.0,8,1,CSM015,2025-12-08
4942,2024-02-14,starter,5,307.97,False,,0,0,,2025-09-20
4943,2023-10-04,starter,40,618.28,True,75.0,0,1,CSM002,2025-10-04
4944,2023-11-09,pro,50,1805.74,True,35.0,0,0,,2025-11-09
4945,2024-11-30,starter,15,243.91,True,16.0,0,1,CSM005,2025-11-30
4946,2025-01-31,premium,0,23152.41,True,,1,1,CSM003,2026-01-31
4947,2024-12-11,pro,40,2806.63,True,64.0,1,1,CSM002,2025-12-11
4948,2025-07-14,starter,80,391.23,True,38.0,6,0,,2026-07-14
4949,2024-01-06,pro,3,2434.71,True,21.0,0,1,CSM008,2026-01-06
4950,2024-06-30,starter,100,741.98,True,-10.0,0,0,,2026-06-30
4951,2024-01-27,starter,1,511.84,True,46.0,1,0,,2026-01-27
4952,2024-05-13,pro,30,1751.55,False,-17.0,1,0,,2025-09-02
4953,2025-07-17,starter,60,455.14,True,-14.0,5,0,,2026-07-17
4954,2023-11-09,pro,80,2245.26,True,,0,1,CSM010,2025-11-09
4955,2025-02-22,starter,1,221.35,True,18.0,0,1,CSM010,2026-02-22
4956,2024-11-23,starter,60,424.96,False,-42.0,1,1,CSM010,2025-09-17
4957,2025-05-31,premium,30,18403.93,True,-2.0,5,1,CSM012,2026-05-31
4958,2024-06-13,starter,50,485.37,True,47.0,0,0,,2026-06-13
4959,2025-06-14,starter,20,248.98,False,-30.0,2,1,CSM007,2025-09-08
4960,2023-09-22,starter,3,473.17,True,37.0,0,0,,2026-09-22
4961,2024-09-12,pro,25,744.5,True,2.0,0,1,CSM014,2026-09-12
4962,2024-03-02,premium,30,22498.09,True,43.0,0,1,CSM007,2026-03-02
4963,2024-03-07,starter,4,547.5,True,-4.0,0,0,,2026-03-07
4964,2025-01-30,premium,15,5206.11,True,54.0,2,1,CSM001,2026-01-30
4965,2025-04-23,starter,40,457.71,True,42.0,3,0,,2026-04-23
4966,2024-10-25,pro,40,3158.9,False,-25.0,1,1,CSM006,2025-08-17
4967,2025-02-12,starter,5,579.38,True,7.0,0,0,,2026-02-12
4968,2024-07-06,premium,25,9580.29,True,,2,1,CSM007,2026-07-06
4969,2024-07-08,starter,50,306.66,True,15.0,0,0,,2026-07-08
4970,2025-07-04,pro,50,3091.43,True,25.0,2,1,CSM015,2026-07-04
4971,2024-01-18,pro,1,1814.07,False,20.0,0,1,CSM008,2025-09-09
4972,2023-10-10,pro,4,657.81,True,4.0,0,1,CSM001,2025-10-10
4973,2024-04-05,pro,4,2371.49,False,23.0,0,1,CSM001,2025-08-22
4974,2024-09-19,premium,10,10298.31,True,31.0,1,1,CSM009,2026-09-19
4975,2024-03-20,starter,3,394.4,True,45.0,0,0,,2026-03-20
4976,2025-07-23,starter,2,312.52,True,41.0,2,1,CSM009,2026-07-23
4977,2025-04-07,pro,30,1532.22,True,44.0,6,1,CSM008,2026-04-07
4978,2024-12-27,starter,10,272.13,True,56.0,2,0,,2025-12-27
4979,2025-05-26,starter,3,257.8,True,45.0,3,0,,2026-05-26
4980,2024-05-21,pro,2,1781.7,True,49.0,0,0,,2026-05-21
4981,2025-06-17,starter,5,565.64,False,,4,1,CSM003,2025-09-24
4982,2024-10-28,starter,40,366.49,True,-12.0,0,0,,2025-10-28
4983,2025-06-21,starter,20,208.77,True,9.0,4,0,,2026-06-21
4984,2024-07-16,starter,40,679.83,False,,1,0,,2025-09-16
4985,2024-05-02,pro,40,3441.05,True,32.0,0,1,CSM003,2026-05-02
4986,2024-08-29,starter,100,488.08,True,79.0,0,0,,2026-08-29
4987,2024-05-16,pro,1,2821.55,True,77.0,0,1,CSM001,2026-05-16
4988,2023-09-19,starter,25,615.05,False,-28.0,0,0,,2025-08-05
4989,2025-03-21,pro,3,2165.99,True,66.0,2,1,CSM001,2026-03-21
4990,2023-12-16,starter,3,224.08,False,-23.0,0,0,,2025-08-09
4991,2023-11-14,pro,1,1654.76,True,44.0,0,1,CSM011,2025-11-14
4992,2024-05-09,starter,30,486.48,True,36.0,0,0,,2026-05-09
4993,2023-10-31,starter,1,426.11,True,6.0,0,0,,2025-10-31
4994,2024-10-21,pro,15,1913.75,True,3.0,0,1,CSM003,2025-10-21
4995,2024-10-28,pro,3,2018.46,True,16.0,4,1,CSM007,2025-10-28
4996,2023-08-30,starter,30,261.22,False,-26.0,0,0,,2025-09-19
4997,2025-01-15,starter,4,359.96,False,-33.0,2,1,CSM002,2025-09-23
4998,2025-01-17,premium,1,20868.58,True,55.0,6,1,CSM009,2026-01-17
4999,2025-04-06,pro,60,2128.22,True,34.0,3,0,,2026-04-06
5000,2025-01-17,starter,3,126.84,True,56.0,3,0,,2026-01-17
5001,2024-08-29,starter,5,153.1,True,37.0,0,0,,2026-08-29
5002,2024-03-22,pro,3,1316.81,True,40.0,0,0,,2026-03-22
5003,2024-06-09,pro,3,1853.57,True,69.0,2,1,CSM006,2026-06-09
5004,2024-04-13,starter,10,146.5,True,4.0,0,0,,2026-04-13
5005,2025-01-13,pro,1,2440.9,True,41.0,6,1,CSM002,2026-01-13
5006,2023-11-03,pro,0,1485.89,True,,0,1,CSM014,2025-11-03
5007,2024-07-14,premium,20,17480.18,True,1.0,1,1,CSM008,2026-07-14
5008,2025-06-22,starter,5,464.67,True,7.0,3,0,,2026-06-22
5009,2024-04-24,premium,80,9800.59,False,-17.0,0,1,CSM004,2025-08-05
5010,2024-07-21,starter,80,211.24,True,-26.0,1,1,CSM007,2026-07-21
5011,2024-01-03,pro,0,1293.54,True,73.0,0,1,CSM005,2026-01-03
5012,2024-11-24,premium,20,19907.84,True,22.0,2,1,CSM002,2025-11-24
5013,2024-08-04,starter,4,454.7,True,11.0,0,0,,2026-08-04
5014,2024-03-12,premium,1,10586.06,False,-10.0,0,1,CSM010,2025-08-09
5015,2024-12-18,premium,30,26327.03,True,,6,1,CSM003,2025-12-18
5016,2024-10-10,starter,5,168.85,True,8.0,0,0,,2025-10-10
5017,2024-09-24,premium,4,16121.35,True,,0,1,CSM013,2026-09-24
5018,2023-11-15,starter,10,294.27,False,-39.0,1,0,,2025-08-22
5019,2024-11-04,starter,2,457.45,True,37.0,0,0,,2025-11-04
5020,2024-09-04,pro,25,1907.29,True,37.0,3,1,CSM002,2026-09-04
5021,2023-12-14,starter,5,271.31,False,-5.0,0,0,,2025-09-23
5022,2024-02-15,pro,80,1037.08,True,24.0,0,0,,2026-02-15
5023,2025-02-23,starter,20,446.68,False,-62.0,3,0,,2025-08-18
5024,2024-03-19,starter,40,400.54,True,11.0,0,1,CSM005,2026-03-19
5025,2024-04-01,pro,80,3373.15,True,,1,1,CSM002,2026-04-01
5026,2024-05-17,starter,1,363.9,False,-1.0,0,0,,2025-08-11
5027,2024-07-28,starter,40,545.78,False,-28.0,0,0,,2025-09-02
5028,2024-06-17,starter,5,168.14,False,-24.0,3,0,,2025-09-05
5029,2024-01-10,pro,10,1879.53,True,-32.0,0,0,,2026-01-10
5030,2023-12-31,starter,15,636.74,True,47.0,2,0,,2025-12-31
5031,2025-03-01,starter,20,524.83,False,-1.0,1,1,CSM015,2025-08-29
5032,2024-03-04,starter,50,295.34,True,42.0,0,0,,2026-03-04
5033,2025-04-23,starter,3,326.54,True,-9.0,8,0,,2026-04-23
5034,2024-05-16,starter,20,234.55,True,-26.0,0,1,CSM010,2026-05-16
5035,2024-02-26,starter,25,246.78,True,-11.0,0,0,,2026-02-26
5036,2023-11-10,pro,5,662.95,True,30.0,1,0,,2025-11-10
5037,2024-06-24,pro,2,649.3,True,37.0,1,0,,2026-06-24
5038,2024-08-25,pro,60,2491.17,True,-7.0,2,0,,2026-08-25
5039,2025-02-16,starter,1,225.24,True,-37.0,1,1,CSM006,2026-02-16
5040,2023-11-15,starter,20,480.03,False,-26.0,0,0,,2025-08-21
5041,2023-11-30,starter,20,134.61,True,71.0,1,0,,2025-11-30
5042,2023-12-14,pro,20,3026.53,True,53.0,0,1,CSM015,2025-12-14
5043,2025-02-09,starter,60,565.64,True,45.0,6,0,,2026-02-09
5044,2024-02-07,starter,80,622.63,False,-30.0,0,0,,2025-08-06
5045,2024-11-08,starter,3,230.44,False,-30.0,1,0,,2025-09-10
5046,2024-03-24,starter,25,495.82,True,59.0,0,0,,2026-03-24
5047,2025-06-11,pro,40,2823.93,False,-51.0,2,1,CSM006,2025-08-20
5048,2025-01-13,starter,10,268.3,False,6.0,0,0,,2025-08-18
5049,2025-05-03,pro,25,2654.69,True,17.0,4,0,,2026-05-03
5050,2024-07-17,starter,1,478.94,False,-30.0,0,0,,2025-09-02
5051,2025-04-20,starter,10,402.32,True,60.0,2,1,CSM015,2026-04-20
5052,2025-05-04,pro,10,1252.45,True,20.0,3,1,CSM002,2026-05-04
5053,2025-04-12,starter,30,246.78,True,57.0,3,1,CSM014,2026-04-12
5054,2024-09-23,premium,4,3505.35,True,40.0,1,1,CSM015,2026-09-23
5055,2025-05-03,starter,60,700.9,True,54.0,3,0,,2026-05-03
5056,2025-02-19,pro,25,1492.15,True,35.0,3,0,,2026-02-19
5057,2024-05-18,premium,30,23554.05,True,,2,1,CSM006,2026-05-18
5058,2025-05-07,pro,60,3212.75,False,-29.0,5,0,,2025-09-17
5059,2024-07-23,starter,15,566.59,False,-17.0,0,0,,2025-09-20
5060,2024-03-22,pro,10,2529.78,True,,0,1,CSM007,2026-03-22
5061,2024-01-06,starter,0,183.43,True,5.0,1,0,,2026-01-06
5062,2024-07-01,starter,1,508.51,False,-14.0,2,0,,2025-08-07
5063,2025-04-30,starter,40,563.34,False,-29.0,5,0,,2025-09-20
5064,2024-04-27,starter,20,249.71,True,,0,0,,2026-04-27
5065,2023-11-11,starter,30,647.5,False,0.0,0,0,,2025-08-10
5066,2023-10-10,premium,10,11460.91,False,10.0,0,1,CSM013,2025-09-12
5067,2024-12-29,starter,2,376.41,True,-5.0,0,1,CSM014,2025-12-29
5068,2023-12-16,starter,2,167.62,True,18.0,0,1,CSM009,2025-12-16
5069,2023-09-16,premium,60,24762.64,False,-3.0,0,1,CSM014,2025-09-02
5070,2024-09-09,pro,30,2076.74,False,-35.0,2,0,,2025-09-25
5071,2024-01-01,starter,2,393.45,False,-28.0,0,0,,2025-08-14
5072,2023-09-06,starter,4,349.51,True,,0,0,,2026-09-06
5073,2025-07-21,pro,3,2283.69,True,41.0,7,1,CSM010,2026-07-21
5074,2025-04-10,starter,4,322.64,True,-43.0,1,0,,2026-04-10
5075,2024-04-26,starter,20,184.65,False,12.0,2,0,,2025-09-21
5076,2025-02-17,starter,5,555.95,True,55.0,0,1,CSM012,2026-02-17
5077,2023-12-08,pro,50,2526.07,True,34.0,0,0,,2025-12-08
5078,2024-08-05,premium,1,18605.94,True,83.0,0,1,CSM006,2026-08-05
5079,2025-02-24,pro,1,2909.4,True,17.0,0,0,,2026-02-24
5080,2025-01-23,pro,40,2331.74,False,50.0,0,1,CSM003,2025-09-19
5081,2024-09-16,starter,50,383.29,True,11.0,1,0,,2026-09-16
5082,2024-06-12,starter,25,289.7,True,50.0,1,0,,2026-06-12
5083,2023-10-10,starter,3,599.17,True,26.0,0,1,CSM004,2025-10-10
5084,2024-11-14,starter,20,633.31,True,33.0,1,0,,2025-11-14
5085,2025-04-02,starter,1,224.43,True,,1,0,,2026-04-02
5086,2024-11-21,starter,15,247.87,True,-17.0,0,0,,2025-11-21
5087,2024-09-08,pro,10,1528.0,True,,0,1,CSM015,2026-09-08
5088,2023-09-12,premium,1,23019.44,True,-60.0,0,1,CSM009,2026-09-12
5089,2024-01-24,starter,30,328.49,True,21.0,0,0,,2026-01-24
5090,2024-08-06,pro,60,1055.68,True,49.0,0,1,CSM007,2026-08-06
5091,2025-03-20,starter,2,167.78,True,35.0,5,0,,2026-03-20
5092,2025-07-16,pro,50,1450.54,True,32.0,5,1,CSM014,2026-07-16
5093,2023-12-20,premium,1,17318.39,True,-14.0,0,1,CSM011,2025-12-20
5094,2023-10-05,premium,30,17566.44,False,-40.0,0,1,CSM012,2025-08-07
5095,2024-09-15,pro,50,2535.61,True,,2,0,,2026-09-15
5096,2024-07-20,starter,15,208.86,True,-9.0,0,0,,2026-07-20
5097,2024-12-30,starter,40,150.23,False,-36.0,2,0,,2025-08-15
5098,2024-06-15,premium,60,25859.34,True,13.0,3,1,CSM010,2026-06-15
5099,2024-05-02,pro,15,2478.97,True,31.0,1,1,CSM015,2026-05-02
5100,2025-07-03,premium,20,6433.37,False,-49.0,4,1,CSM007,2025-08-10
5101,2024-03-09,pro,60,2283.45,True,5.0,0,1,CSM015,2026-03-09
5102,2023-10-03,starter,4,319.63,True,2.0,0,0,,2025-10-03
5103,2024-03-03,starter,30,405.43,False,-27.0,0,0,,2025-08-12
5104,2025-04-18,starter,30,532.58,True,1.0,1,0,,2026-04-18
5105,2025-03-27,pro,25,2846.49,True,-5.0,3,1,CSM003,2026-03-27
5106,2024-08-25,starter,25,674.0,True,34.0,0,0,,2026-08-25
5107,2023-10-15,pro,3,1594.63,False,-15.0,1,1,CSM006,2025-08-24
5108,2025-06-04,starter,60,232.64,True,5.0,5,0,,2026-06-04
5109,2024-09-09,premium,20,11737.55,True,34.0,0,1,CSM012,2026-09-09
5110,2025-01-18,pro,4,2868.43,False,-24.0,2,0,,2025-09-01
5111,2023-11-04,premium,3,7349.68,True,30.0,0,1,CSM003,2025-11-04
5112,2024-12-01,starter,30,554.92,False,7.0,1,1,CSM013,2025-08-29
5113,2024-12-10,starter,0,393.04,False,-18.0,0,1,CSM012,2025-09-07
5114,2025-07-02,pro,15,2383.4,True,17.0,7,0,,2026-07-02
5115,2025-02-11,starter,3,375.51,True,8.0,1,0,,2026-02-11
5116,2025-05-11,starter,60,335.68,True,62.0,2,0,,2026-05-11
5117,2024-03-23,starter,30,594.82,True,32.0,0,0,,2026-03-23
5118,2025-05-22,starter,10,577.71,False,,4,0,,2025-09-30
5119,2024-04-15,starter,20,405.62,False,0.0,0,1,CSM008,2025-08-14
5120,2025-06-07,starter,10,278.79,True,50.0,3,0,,2026-06-07
5121,2024-10-04,pro,1,1347.48,True,32.0,0,1,CSM004,2025-10-04
5122,2025-04-12,pro,10,1343.59,True,52.0,1,0,,2026-04-12
